CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Gasolina C Comum;4,95;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Etanol;4,15;21/08/2018 16:44
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S500;3,86;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S10;3,96;04/09/2018 11:53
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Gasolina C Comum;4,499;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Etanol;2,699;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:19
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Gasolina C Comum;4,999;14/11/2018 10:46
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Etanol;3,699;14/11/2018 10:46
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Diesel S10;3,795;07/11/2018 08:58
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;GNV;3,099;21/11/2018 09:07
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Gasolina C Comum;3,779;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Etanol;3,099;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Diesel S10;3,398;14/08/2018 12:52
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Gasolina C Comum;5,094;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Etanol;3,096;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Diesel S500;3,79;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Diesel S10;3,85;01/10/2018 17:10
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Gasolina C Comum;4,72;03/11/2018 10:44
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Etanol;3,59;03/11/2018 10:44
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S500;3,85;03/11/2018 10:44
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S10;3,89;03/11/2018 10:44
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Gasolina C Comum;4,499;14/11/2018 10:35
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Etanol;3,399;14/11/2018 10:35
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Diesel S500;3,399;14/11/2018 10:35
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Diesel S10;3,459;14/11/2018 10:35
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Gasolina C Comum;4,429;26/07/2018 15:47
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Diesel S10;3,556;26/07/2018 15:47
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Gasolina C Comum;5,09;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Etanol;3,59;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S500;3,59;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S10;3,65;04/07/2018 13:01
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,8;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Etanol;4,43;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Diesel S500;3,78;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Diesel S10;3,86;04/07/2018 17:35
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Gasolina C Comum;4,56;16/07/2018 11:13
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Etanol;3,18;16/07/2018 11:13
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Diesel S10;3,35;16/07/2018 11:13
05843222000190;POSTO BARREIRINHAS;RUA LAURO SODRE,520; ;SÃO JOSE;TUCURUI;PA;Gasolina C Comum;5,17;08/10/2018 17:13
05843222000190;POSTO BARREIRINHAS;RUA LAURO SODRE,520; ;SÃO JOSE;TUCURUI;PA;Diesel S10;4,16;08/10/2018 17:13
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Gasolina C Comum;4,399;22/08/2018 18:28
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Diesel S500;3,099;22/08/2018 18:28
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Diesel S10;3,149;22/08/2018 18:28
06050724000126;AUTO POSTO VILA RICA;RODOVIA BR-020 KM 87,SN;;VILA BOA;VILA BOA;GO;Gasolina C Comum;4,999;03/10/2018 20:16
06050724000126;AUTO POSTO VILA RICA;RODOVIA BR-020 KM 87,SN;;VILA BOA;VILA BOA;GO;Etanol;2,999;03/10/2018 19:13
06050724000126;AUTO POSTO VILA RICA;RODOVIA BR-020 KM 87,SN;;VILA BOA;VILA BOA;GO;Diesel S500;3,849;03/10/2018 19:13
06269773000154;REVENDEDORA SOPETRO LTDA;AVENIDA BEIRA MAR,170;;CENTRO;SAO LUIS;MA;Gasolina C Comum;4,699;09/10/2018 18:22
06269773000154;REVENDEDORA SOPETRO LTDA;AVENIDA BEIRA MAR,170;;CENTRO;SAO LUIS;MA;Diesel S10;3,899;09/10/2018 18:22
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Gasolina C Comum;4,097;28/11/2018 17:08
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Etanol;3,297;16/10/2018 15:43
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Diesel S500;3,657;14/11/2018 09:03
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Diesel S10;3,697;14/11/2018 09:03
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Gasolina C Comum;4,299;17/11/2018 14:19
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Etanol;2,899;22/10/2018 09:53
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Diesel S10;3,775;22/10/2018 09:53
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Gasolina C Comum;4,77;05/09/2018 19:07
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Diesel S500;3,74;05/09/2018 19:07
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Diesel S10;3,8;05/09/2018 19:07
07135119000110;BIOPOSTO CAMPECHE; SERVIDAO TEODORO EUGENIO DA SILVA,47;;CAMPECHE;FLORIANOPOLIS;SC;Gasolina C Comum;3,899;28/11/2018 07:39
07135119000110;BIOPOSTO CAMPECHE; SERVIDAO TEODORO EUGENIO DA SILVA,47;;CAMPECHE;FLORIANOPOLIS;SC;Etanol;3,599;12/11/2018 12:04
07135119000110;BIOPOSTO CAMPECHE; SERVIDAO TEODORO EUGENIO DA SILVA,47;;CAMPECHE;FLORIANOPOLIS;SC;Diesel S10;3,699;12/11/2018 12:04
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Gasolina C Comum;4,06;29/11/2018 17:03
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Diesel S500;3,46;22/11/2018 12:06
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Diesel S10;3,6;22/11/2018 12:06
07198313000145;CLODOMIRO BATHKE E CIA.LTDA;RUA GUILHERME BATHKE,241;;CENTRO;BALSA NOVA;PR;Gasolina C Comum;4,59;13/10/2018 15:25
07198313000145;CLODOMIRO BATHKE E CIA.LTDA;RUA GUILHERME BATHKE,241;;CENTRO;BALSA NOVA;PR;Etanol;3,23;13/10/2018 15:25
07198313000145;CLODOMIRO BATHKE E CIA.LTDA;RUA GUILHERME BATHKE,241;;CENTRO;BALSA NOVA;PR;Diesel S10;3,62;13/10/2018 15:25
07291814000171;POSTO NOVA QUEIMADOS LTDA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Gasolina C Comum;4,899;27/07/2018 17:29
07291814000171;POSTO NOVA QUEIMADOS LTDA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Etanol;3,299;27/07/2018 17:29
07291814000171;POSTO NOVA QUEIMADOS LTDA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;GNV;2,588;27/07/2018 17:29
07291814000171;POSTO NOVA QUEIMADOS LTDA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Diesel S10;3,489;27/07/2018 17:29
07298624000186;POSTO PANTANAL;RUA PROJETADA,S/N;BR 262 LADO DIREITO;PORTAL DO PANTANAL;MIRANDA;MS;Diesel S500;3,68;27/06/2018 10:29
07298624000186;POSTO PANTANAL;RUA PROJETADA,S/N;BR 262 LADO DIREITO;PORTAL DO PANTANAL;MIRANDA;MS;Diesel S10;3,78;27/06/2018 10:29
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Gasolina C Comum;4,199;19/11/2018 15:39
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Etanol;2,899;19/11/2018 15:39
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Diesel S10;3,499;19/11/2018 15:39
07536636000100;POSTO DO JOCA;AVENIDA BRASIL,804;;SIMOES LOPES;PELOTAS;RS;Gasolina C Comum;4,799;24/11/2018 21:06
07536636000100;POSTO DO JOCA;AVENIDA BRASIL,804;;SIMOES LOPES;PELOTAS;RS;Diesel S500;3,859;24/11/2018 21:07
07536636000100;POSTO DO JOCA;AVENIDA BRASIL,804;;SIMOES LOPES;PELOTAS;RS;Diesel S10;3,959;24/11/2018 21:07
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Gasolina C Comum;4,69;24/10/2018 09:15
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Etanol;3,56;04/09/2018 09:56
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Diesel S10;3,96;05/10/2018 08:19
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Gasolina C Comum;4,72;24/10/2018 09:17
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Etanol;3,59;21/09/2018 13:15
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Diesel S10;3,98;05/10/2018 15:15
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Gasolina C Comum;4,859;05/09/2018 19:21
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Etanol;2,999;18/07/2018 17:26
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Diesel S500;3,899;05/09/2018 19:21
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Diesel S10;3,999;05/09/2018 19:21
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Gasolina C Comum;4,59;05/07/2018 18:41
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Diesel S500;3,52;05/07/2018 18:41
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Diesel S10;3,65;05/07/2018 18:41
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Gasolina C Comum;4,39;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Etanol;3,38;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;GNV;1;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Diesel S500;1;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Diesel S10;4,799;26/06/2018 10:59
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Gasolina C Comum;4,74;12/07/2018 19:45
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Diesel S500;3,61;12/07/2018 19:45
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Diesel S10;3,69;12/07/2018 19:45
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Gasolina C Comum;5;28/11/2018 20:02
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Etanol;3,3;28/11/2018 20:02
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Diesel S500;3,83;05/11/2018 11:05
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Diesel S10;3,92;05/11/2018 11:05
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Gasolina C Comum;4,69;18/07/2018 09:47
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Diesel S500;3,58;18/07/2018 09:47
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Diesel S10;3,68;18/07/2018 09:47
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Gasolina C Comum;4,379;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Etanol;3,599;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Diesel S500;3,379;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Diesel S10;3,479;12/07/2018 10:31
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Gasolina C Comum;4,999;13/07/2018 14:28
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Etanol;3,499;13/07/2018 14:28
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Diesel S10;3,499;13/07/2018 14:28
09164791000321;POSTO APOLO VI;AVENIDA FLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Gasolina C Comum;4,899;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA FLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Etanol;3,999;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA FLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Diesel S500;3,599;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA FLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Diesel S10;3,699;24/09/2018 15:51
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Gasolina C Comum;4,79;21/06/2018 16:57
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Diesel S500;3,399;21/06/2018 16:54
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Diesel S10;3,499;21/06/2018 16:54
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Gasolina C Comum;4,72;28/11/2018 09:49
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Etanol;4,1;28/11/2018 09:49
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Diesel S500;3,83;28/11/2018 09:49
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Gasolina C Comum;4,8;06/10/2018 10:07
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Etanol;3,7;18/07/2018 10:45
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Diesel S10;3,9;06/10/2018 10:07
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Gasolina C Comum;4,519;27/11/2018 18:05
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Etanol;3,599;16/10/2018 09:41
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Diesel S500;3,929;03/11/2018 11:22
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Diesel S10;4,029;03/11/2018 11:22
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Gasolina C Comum;4,499;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Etanol;2,699;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:24
09612655000195;POSTO SATURNO;DISTRITO DE SERROTA,S/Nº;;ZONA RURAL;SENADOR SA;CE;Gasolina C Comum;4,87;03/08/2018 13:26
09612655000195;POSTO SATURNO;DISTRITO DE SERROTA,S/Nº;;ZONA RURAL;SENADOR SA;CE;Diesel S500;3,699;03/08/2018 13:26
10157722000108;ROTA 116;RUA ALEXANDRE DE GUSMAO,1455;;ESTANCIA VELHA;CANOAS;RS;Gasolina C Comum;4,769;08/10/2018 16:41
10157722000108;ROTA 116;RUA ALEXANDRE DE GUSMAO,1455;;ESTANCIA VELHA;CANOAS;RS;Diesel S500;3,589;08/10/2018 16:41
10254592000121;POSTO DE VILLE;RUA JOAO BOSCO MARQUES DE SOUSA,556;;GATO PRETO;SOUSA;PB;Gasolina C Comum;4,599;04/09/2018 09:09
10254592000121;POSTO DE VILLE;RUA JOAO BOSCO MARQUES DE SOUSA,556;;GATO PRETO;SOUSA;PB;Diesel S10;3,799;04/09/2018 09:09
10269693000176;AUTO POSTO PAMPA;AVENIDA PRESIDENTE VARGAS,643;;VILA ARAUJO;PASSO FUNDO;RS;Gasolina C Comum;4,759;25/09/2018 08:35
10269693000176;AUTO POSTO PAMPA;AVENIDA PRESIDENTE VARGAS,643;;VILA ARAUJO;PASSO FUNDO;RS;Diesel S10;3,499;25/09/2018 08:35
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Gasolina C Comum;4,599;13/09/2018 15:17
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Etanol;2,799;13/09/2018 15:17
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Diesel S10;3,599;20/09/2018 07:59
10557748000143;AUTO POSTO ROTA RADIAL LTDA;RUA PIRATININGA,1017;;BRAS;SAO PAULO;SP;Gasolina C Comum;3,989;26/07/2018 20:06
10557748000143;AUTO POSTO ROTA RADIAL LTDA;RUA PIRATININGA,1017;;BRAS;SAO PAULO;SP;Etanol;2,249;26/07/2018 20:06
10876085000120;AUTO POSTO SAN CRISTOVAO;RUA MONTE ALEGRE,5800;;JARDIM MAIPU;DOURADOS;MS;Gasolina C Comum;4,299;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTOVAO;RUA MONTE ALEGRE,5800;;JARDIM MAIPU;DOURADOS;MS;Etanol;2,999;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTOVAO;RUA MONTE ALEGRE,5800;;JARDIM MAIPU;DOURADOS;MS;Diesel S500;3,399;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTOVAO;RUA MONTE ALEGRE,5800;;JARDIM MAIPU;DOURADOS;MS;Diesel S10;3,499;12/07/2018 17:28
